timestamp,signal,shares,price,capital,position,pnl,cumulative_pnl,profit,label,forecast
2019-01-02 00:26:00,buy,87282.0,1.14568,0.7582399999955669,87282.0,0.0,0.0,0.0,1.14565,1.1456776452186836
2019-01-02 00:28:00,sell,87282.0,1.14575,100002.10974,87282.0,4.109739999999874,4.109739999999874,4.109739999999874,1.14568,1.1457475921710376
2019-01-02 00:29:00,buy,87276.0,1.14579,0.1416999999928521,87276.0,0.0,4.109739999999874,0.0,1.14575,1.145787561858097
2019-01-02 00:31:00,sell,87276.0,1.14589,100006.83734,87276.0,6.727599999998347,10.837339999998221,6.727599999998347,1.14579,1.1458874860757455
2019-01-02 00:32:00,buy,87264.0,1.146,0.2933400000038091,87264.0,0.0,10.837339999998221,0.0,1.14589,1.1459974027151585
2019-01-02 00:38:00,sell,87264.0,1.1466,100055.19574000001,87264.0,50.3584000000119,61.19574000001012,50.3584000000119,1.146,1.1465969480210494
2019-01-02 00:39:00,buy,87250.0,1.14674,0.1307400000077905,87250.0,0.0,61.19574000001012,0.0,1.1466,1.1467368419257573
2019-01-02 00:40:00,sell,87250.0,1.14668,100045.96074,87250.0,-7.235000000015134,53.960739999994985,-7.235000000015134,1.14674,1.146676887395168
2019-01-02 00:41:00,buy,87230.0,1.14689,0.7460399999981746,87230.0,0.0,53.960739999994985,0.0,1.14668,1.14688672825223
2019-01-02 00:42:00,hold,87230.0,1.14689,0.7460399999981746,87230.0,0.0,53.960739999994985,0.0,1.14689,1.14688672825223
2019-01-02 00:43:00,hold,87230.0,1.14689,0.7460399999981746,87230.0,0.0,53.960739999994985,0.0,1.14689,1.14688672825223
2019-01-02 00:45:00,hold,87230.0,1.14694,0.7460399999981746,87230.0,0.0,53.960739999994985,0.0,1.14689,1.1469366903610543
2019-01-02 00:46:00,sell,87230.0,1.14689,100041.96074,87230.0,-2.0,51.960739999994985,-2.0,1.14694,1.14688672825223
2019-01-02 00:47:00,buy,87223.0,1.14694,0.4131199999828823,87223.0,0.0,51.960739999994985,0.0,1.14689,1.1469366903610543
2019-01-02 00:48:00,sell,87223.0,1.14687,100031.85512999998,87223.0,-8.105610000013257,43.85512999998173,-8.105610000013257,1.14694,1.1468667434087003
