timestamp,signal,price,capital,position,pnl,cumulative_pnl
2019-01-02 01:02:00,sell_long_position,1.14849,100184.21108,0.0,57.31775999999081,184.21107999999242
2019-01-02 01:03:00,buy_long_position,1.14822,0.016079999986686744,87250.0,-2.0,182.21107999999242
2019-01-02 01:04:00,sell_long_position,1.14829,100186.31857999999,0.0,4.107499999998254,186.31857999999067
2019-01-02 01:05:00,buy_long_position,1.14828,0.3334199999953853,87247.0,-2.0,184.31857999999067
2019-01-02 01:06:00,sell_long_position,1.14843,100195.40563,0.0,11.08705000000191,195.40562999999258
2019-01-02 01:07:00,buy_long_position,1.14837,0.41986999999789987,87248.0,-2.0,193.40562999999258
2019-01-02 01:10:00,sell_long_position,1.14939,100280.39859,0.0,86.99296000000322,280.3985899999958
2019-01-02 01:11:00,buy_long_position,1.14917,0.6752199999900768,87261.0,-2.0,278.3985899999958
2019-01-02 01:12:00,sell_long_position,1.14923,100281.63424999999,0.0,3.235659999991185,281.634249999987
2019-01-02 01:13:00,short_position_sell,1.14921,100394.55524999999,0.0,-2.0,279.634249999987
2019-01-02 01:15:00,buy_back,1.14898,100277.65724999999,0.0,-1.9769999999999897,277.657249999987
2019-01-02 01:16:00,buy_long_position,1.14897,0.44946999999228865,87274.0,-2.0,275.657249999987
2019-01-02 01:20:00,sell_long_position,1.14952,100321.65795000001,0.0,46.000700000018696,321.6579500000057
2019-01-02 01:21:00,short_position_sell,1.14942,100434.59995,0.0,-2.0,319.6579500000057
2019-01-02 01:23:00,buy_back,1.14921,100317.67895,0.0,-1.9789999999999992,317.6789500000057
2019-01-02 01:24:00,buy_long_position,1.14915,0.6297000000049593,87295.0,-2.0,315.6789500000057
2019-01-02 01:25:00,sell_long_position,1.14924,100321.53550000001,0.0,5.856550000011339,321.53550000001707
2019-01-02 01:26:00,buy_long_position,1.1491,0.8073000000149477,87302.0,-2.0,319.53550000001707
2019-01-02 01:27:00,sell_long_position,1.14961,100362.05952000001,0.0,42.52401999999711,362.0595200000142
2019-01-02 01:28:00,short_position_sell,1.14947,100475.00652000001,0.0,-2.0,360.0595200000142
2019-01-02 01:29:00,buy_back,1.14941,100358.06552,0.0,-1.9939999999999998,358.0655200000142
2019-01-02 01:30:00,short_position_sell,1.14928,100470.99352,0.0,-2.0,356.0655200000142
2019-01-02 01:31:00,buy_back,1.14918,100354.07552,0.0,-1.9899999999999949,354.0755200000142
2019-01-02 01:32:00,short_position_sell,1.14913,100466.98852,0.0,-2.0,352.0755200000142
2019-01-02 01:34:00,buy_back,1.14926,100350.06251999999,0.0,-2.012999999999991,350.0625200000142
2019-01-02 01:35:00,hold,1.14918,100350.06251999999,0.0,0.0,350.0625200000142
2019-01-02 01:36:00,short_position_sell,1.14918,100462.98052,0.0,-2.0,348.0625200000142
2019-01-02 01:37:00,buy_back,1.14917,100346.06352,0.0,-1.9989999999999952,346.06352000001425
2019-01-02 01:38:00,short_position_sell,1.14909,100458.97252,0.0,-2.0,344.06352000001425
2019-01-02 01:39:00,buy_back,1.14902,100342.07052,0.0,-1.992999999999995,342.07052000001426
2019-01-02 01:40:00,short_position_sell,1.14897,100454.96751999999,0.0,-2.0,340.07052000001426
2019-01-02 01:42:00,buy_back,1.14887,100338.08051999999,0.0,-1.9899999999999949,338.08052000001425
2019-01-02 01:43:00,buy_long_position,1.14882,0.43935999998939224,87338.0,-2.0,336.08052000001425
2019-01-02 01:45:00,sell_long_position,1.14927,100373.38261999999,0.0,37.30210000000079,373.38262000001504
2019-01-02 01:46:00,short_position_sell,1.14904,100486.28661999998,0.0,-2.0,371.38262000001504
2019-01-02 01:47:00,buy_back,1.14887,100369.39961999998,0.0,-1.9829999999999899,369.39962000001503
2019-01-02 01:48:00,short_position_sell,1.14865,100482.26461999999,0.0,-2.0,367.39962000001503
2019-01-02 01:51:00,buy_back,1.14891,100365.37361999998,0.0,-2.0260000000000105,365.373620000015
2019-01-02 01:52:00,short_position_sell,1.14872,100478.24561999999,0.0,-2.0,363.373620000015
2019-01-02 01:55:00,buy_back,1.14845,100361.40061999999,0.0,-1.972999999999999,361.400620000015
2019-01-02 01:56:00,buy_long_position,1.14826,0.32835999998496845,87401.0,-2.0,359.400620000015
2019-01-02 01:59:00,sell_long_position,1.14853,100380.99888999999,0.0,21.59827000000223,380.99889000001724
2019-01-02 02:00:00,short_position_sell,1.1485,100493.84889,0.0,-2.0,378.99889000001724
2019-01-02 02:01:00,buy_back,1.1484,100377.00889,0.0,-1.9899999999999949,377.00889000001723
2019-01-02 02:02:00,buy_long_position,1.1483,0.957589999990887,87411.0,-2.0,375.00889000001723
2019-01-02 02:04:00,hold,1.14857,0.957589999990887,87411.0,0.0,375.00889000001723
