timestamp,signal,price,capital,position,pnl,cumulative_pnl
2019-01-02 00:25:00,hold,1.14565,100000.0,0.0,0.0,0.0
2019-01-02 00:26:00,buy_long_position,1.14568,0.7582399999955669,87282.0,-2.0,-2.0
2019-01-02 00:28:00,sell_long_position,1.14575,100002.10974,0.0,4.109739999999874,2.1097399999998743
2019-01-02 00:29:00,buy_long_position,1.14579,0.1416999999928521,87276.0,-2.0,0.10973999999987427
2019-01-02 00:31:00,sell_long_position,1.14589,100006.83734,0.0,6.727599999998347,6.837339999998221
2019-01-02 00:32:00,buy_long_position,1.146,0.2933400000038091,87264.0,-2.0,4.837339999998221
2019-01-02 00:38:00,sell_long_position,1.1466,100055.19574000001,0.0,50.3584000000119,55.19574000001012
2019-01-02 00:39:00,buy_long_position,1.14674,0.1307400000077905,87250.0,-2.0,53.19574000001012
2019-01-02 00:40:00,sell_long_position,1.14668,100045.96074,0.0,-7.235000000015134,45.960739999994985
2019-01-02 00:41:00,buy_long_position,1.14689,0.7460399999981746,87230.0,-2.0,43.960739999994985
2019-01-02 00:42:00,hold,1.14689,0.7460399999981746,87230.0,0.0,43.960739999994985
2019-01-02 00:43:00,hold,1.14689,0.7460399999981746,87230.0,0.0,43.960739999994985
2019-01-02 00:45:00,hold,1.14694,0.7460399999981746,87230.0,0.0,43.960739999994985
2019-01-02 00:46:00,sell_long_position,1.14689,100041.96074,0.0,-2.0,41.960739999994985
2019-01-02 00:47:00,buy_long_position,1.14694,0.4131199999828823,87223.0,-2.0,39.960739999994985
2019-01-02 00:48:00,sell_long_position,1.14687,100031.85512999998,0.0,-8.105610000013257,31.855129999981727
2019-01-02 00:49:00,buy_long_position,1.14689,0.4031099999847356,87218.0,-2.0,29.855129999981727
2019-01-02 00:51:00,hold,1.14694,0.4031099999847356,87218.0,0.0,29.855129999981727
2019-01-02 00:53:00,sell_long_position,1.14701,100038.32128999999,0.0,8.46616000001086,38.32128999999259
2019-01-02 00:54:00,buy_long_position,1.14709,0.8965699999971548,87208.0,-2.0,36.32128999999259
2019-01-02 00:55:00,sell_long_position,1.147,100026.47257,0.0,-9.8487199999945,26.472569999998086
